Time s	       Force Beam 1Å  N	Force Beam 2Å  N	Force Beam 3Å  N	Force Beam 4Å N	       Vertical ForceÅ  N	Force Beam 1Ç N	Force Beam 2Ç N	Force Beam 3Ç N	Force Beam 4Ç N	Vertical ForceÇ N
1.348000	97.32	178.69	168.15	75.07	519.26	136.07	217.56	149.78	84.66	588.10
1.350000	97.65	178.48	168.34	74.91	519.41	136.13	217.45	149.80	84.57	587.98
1.352000	97.96	178.53	168.07	75.13	519.71	136.24	217.72	149.94	84.55	588.48
1.354000	97.87	178.26	167.80	75.26	519.22	136.48	217.94	150.11	84.27	588.83
1.356000	98.34	178.34	167.71	75.51	519.93	136.46	217.75	150.11	84.57	588.92
1.358000	98.42	178.10	167.55	75.56	519.66	136.29	217.75	150.33	84.57	588.97
1.360000	98.84	178.16	167.49	75.94	520.45	136.21	218.16	150.22	84.69	589.30
1.362000	98.92	177.75	167.49	76.16	520.35	136.24	218.05	150.16	84.63	589.11
1.364000	99.30	177.62	167.28	76.62	520.85	136.46	218.22	150.44	84.57	589.71
1.366000	99.28	177.46	167.22	76.29	520.28	136.35	218.49	150.35	84.93	590.15
1.368000	99.22	177.41	166.78	76.86	520.30	136.27	218.27	150.46	84.63	589.66
1.370000	99.41	177.14	166.73	76.95	520.25	136.32	218.33	150.63	84.46	589.77
1.372000	99.77	177.14	166.59	77.33	520.85	136.35	218.33	150.82	84.71	590.23
1.374000	99.88	177.25	166.76	77.35	521.26	136.37	218.27	150.57	84.55	589.79
1.376000	100.16	176.82	166.37	77.57	520.94	136.48	218.44	150.55	84.55	590.04
1.378000	100.07	176.55	166.29	77.54	520.48	136.37	218.05	150.60	84.46	589.52
1.380000	100.40	176.79	166.07	77.60	520.89	136.24	218.44	150.49	84.52	589.71
1.382000	100.65	176.39	165.94	77.84	520.84	136.32	218.27	150.87	84.71	590.21
1.384000	100.79	176.28	165.88	78.14	521.12	136.21	218.41	150.87	84.44	589.96
1.386000	100.93	176.12	165.88	78.00	520.96	136.46	218.41	150.76	84.49	590.15
1.388000	100.87	175.99	165.50	78.36	520.74	136.37	218.38	150.98	84.27	590.04
1.390000	101.26	175.64	165.63	78.57	521.13	136.43	218.57	150.85	84.44	590.32
1.392000	101.15	175.83	165.44	78.52	520.96	136.16	218.27	151.04	84.60	590.10
1.394000	101.20	175.54	164.87	78.49	520.12	136.29	218.55	150.93	84.35	590.15
1.396000	101.42	175.43	165.31	78.79	520.97	136.40	218.33	150.90	84.30	589.96
1.398000	101.42	175.22	164.98	78.76	520.40	136.29	218.38	150.93	84.74	590.37
1.400000	101.59	175.38	164.68	78.66	520.32	136.24	218.41	150.98	84.49	590.15
1.402000	101.80	175.11	164.87	78.95	520.76	136.24	218.27	150.82	84.63	589.99
1.404000	101.64	174.84	164.68	78.82	520.00	136.37	218.27	150.76	84.60	590.04
1.406000	101.72	174.52	164.57	79.09	519.93	136.18	218.24	151.01	84.49	589.96
1.408000	101.86	174.52	164.16	79.01	519.57	136.46	218.16	150.76	84.60	590.01
1.410000	102.00	174.44	164.21	79.25	519.93	136.24	218.24	150.74	84.60	589.85
1.412000	101.86	174.20	164.24	79.42	519.74	136.24	218.16	150.93	84.55	589.90
1.414000	102.08	174.09	164.08	79.31	519.58	136.27	218.16	150.87	84.41	589.74
1.416000	102.16	174.04	164.13	79.12	519.48	136.40	218.41	150.82	84.49	590.15
1.418000	102.24	173.83	163.69	79.52	519.31	136.40	218.38	150.87	84.46	590.15
1.420000	102.16	173.85	163.56	79.63	519.23	136.29	218.27	150.79	84.44	589.82
1.422000	101.97	173.40	163.67	79.09	518.15	136.29	218.22	150.65	84.38	589.57
1.424000	102.13	173.21	163.56	79.47	518.40	136.35	218.11	150.71	84.22	589.41
1.426000	101.91	173.18	163.39	79.42	517.93	136.24	218.38	150.71	84.41	589.77
1.428000	102.22	173.29	163.23	79.25	518.02	136.29	218.60	150.87	84.49	590.29
1.430000	102.00	173.00	163.28	79.52	517.83	136.21	218.35	150.71	84.27	589.57
1.432000	102.27	172.97	163.15	79.31	517.72	136.24	218.22	150.65	84.35	589.49
1.434000	101.91	172.97	163.20	79.55	517.66	136.29	218.33	150.71	84.49	589.85
1.436000	101.80	172.78	162.95	79.42	516.98	136.40	218.49	150.68	84.22	589.82
1.438000	102.13	172.81	163.01	79.31	517.29	136.32	218.49	150.71	84.44	589.99
1.440000	102.13	172.60	162.68	79.31	516.75	136.24	218.60	150.68	84.38	589.93
1.442000	101.89	172.60	162.84	79.63	516.99	136.46	218.82	150.71	84.60	590.62
1.444000	102.00	172.38	162.63	79.42	516.45	136.37	218.98	150.87	84.52	590.78
1.446000	101.97	172.38	162.82	79.69	516.88	136.46	219.01	150.93	84.44	590.86
1.448000	101.94	172.44	162.49	79.31	516.20	136.35	218.96	150.87	84.66	590.87
1.450000	102.02	171.95	162.52	79.52	516.05	136.57	219.09	150.90	84.44	591.03
1.452000	102.00	172.20	162.63	79.52	516.37	136.59	219.20	151.26	84.80	591.88
1.454000	101.97	172.17	162.49	79.23	515.88	136.81	219.37	151.04	84.52	591.77
1.456000	102.02	171.93	162.35	79.31	515.64	136.46	219.37	151.34	84.66	591.85
1.458000	102.08	171.82	162.46	79.47	515.86	136.73	219.48	151.29	84.88	592.40
1.460000	101.91	172.03	162.35	79.31	515.64	136.59	219.70	151.07	84.88	592.27
1.462000	101.91	171.71	162.43	79.52	515.61	136.95	219.86	151.53	84.52	592.89
1.464000	101.59	171.82	162.24	79.31	514.98	136.84	220.14	151.37	84.88	593.25
1.466000	101.89	171.79	162.24	79.33	515.29	137.03	220.19	151.75	84.71	593.72
1.468000	101.94	171.42	162.08	79.47	514.94	136.68	220.36	151.75	84.88	593.69
1.470000	101.89	171.37	162.22	79.17	514.67	136.84	220.66	151.83	84.93	594.30
1.472000	101.48	171.42	162.13	79.25	514.31	137.08	220.69	151.97	84.93	594.71
1.474000	101.75	171.31	162.05	79.09	514.23	136.89	221.24	151.86	84.88	594.90
1.476000	101.56	171.21	162.16	79.36	514.31	137.06	221.13	151.97	85.10	595.28
1.478000	101.67	171.10	162.05	79.20	514.04	137.03	221.24	152.19	85.10	595.59
1.480000	101.48	171.10	161.75	79.28	513.63	137.17	221.46	152.33	85.18	596.16
1.482000	101.17	171.05	161.81	79.17	513.22	137.33	221.76	152.46	85.15	596.74
1.484000	101.28	170.83	161.89	79.06	513.09	137.33	221.95	152.49	85.49	597.29
1.486000	101.31	170.64	161.81	79.06	512.85	137.25	222.12	152.66	85.35	597.40
1.488000	101.23	170.67	161.64	78.95	512.52	137.22	222.34	152.66	85.26	597.51
1.490000	101.04	170.83	161.72	78.76	512.38	137.55	222.61	152.74	85.40	598.33
1.492000	101.31	170.43	161.48	78.87	512.12	137.60	222.72	152.77	85.49	598.61
1.494000	101.04	170.35	161.48	78.93	511.82	137.41	222.86	153.01	85.38	598.69
1.496000	100.84	170.40	161.48	78.90	511.65	137.71	223.02	152.96	85.29	599.02
1.498000	100.87	170.22	161.26	78.79	511.16	137.71	223.27	153.34	85.68	600.03
1.500000	101.09	170.03	161.23	78.55	510.92	137.74	223.38	153.12	85.62	599.90
1.502000	100.65	169.98	161.31	78.76	510.73	137.82	223.79	153.45	85.46	600.55
1.504000	100.60	169.87	161.15	78.82	510.46	137.90	223.71	153.45	85.96	601.05
1.506000	100.51	169.71	161.04	78.68	509.97	137.74	223.98	153.73	85.57	601.05
1.508000	100.46	169.87	161.18	78.38	509.91	138.15	224.26	153.51	85.76	601.71
1.510000	100.38	169.55	161.04	78.28	509.27	137.90	224.64	153.92	85.93	602.42
1.512000	100.51	169.47	160.99	78.30	509.29	137.93	224.75	153.89	85.98	602.59
1.514000	100.21	169.52	160.74	78.30	508.80	137.66	225.00	153.84	85.87	602.40
1.516000	100.10	169.55	160.96	78.06	508.69	138.04	225.27	154.14	85.93	603.41
1.518000	99.91	169.23	160.82	78.06	508.04	137.99	225.27	153.95	86.12	603.36
1.520000	99.83	169.33	160.82	78.22	508.23	138.20	225.74	154.22	86.23	604.43
1.522000	99.91	169.12	160.71	78.00	507.77	138.15	225.55	154.55	86.18	604.45
1.524000	99.83	169.25	160.55	77.92	507.58	138.15	225.88	154.33	86.04	604.43
1.526000	99.83	169.09	160.36	78.00	507.31	138.26	226.23	154.38	86.12	605.03
1.528000	99.69	169.17	160.30	77.90	507.09	138.20	226.40	154.58	86.20	605.41
1.530000	99.55	169.01	160.60	77.62	506.82	138.37	226.45	154.58	86.15	605.58
1.532000	99.22	168.96	160.44	77.62	506.27	138.42	226.84	154.74	86.15	606.18
1.534000	99.28	169.01	160.33	77.79	506.43	138.53	226.62	154.74	86.26	606.18
1.536000	99.06	169.01	160.16	77.60	505.86	138.64	227.09	154.66	86.34	606.76
1.538000	98.95	168.80	160.11	77.57	505.45	138.64	227.25	154.96	86.23	607.11
1.540000	98.97	168.85	160.11	77.41	505.37	138.51	227.44	155.15	86.48	607.61
1.542000	99.17	169.09	160.11	77.33	505.72	138.59	227.66	155.10	86.51	607.89
1.544000	98.73	168.69	160.14	77.24	504.83	138.59	227.80	155.23	86.54	608.19
1.546000	98.70	168.77	160.16	77.24	504.91	138.86	227.88	155.29	86.65	608.71
1.548000	98.73	168.67	160.06	77.19	504.66	138.97	228.27	155.40	86.56	609.23
1.550000	98.62	168.69	160.00	77.19	504.52	138.97	228.38	155.34	86.62	609.34
1.552000	98.62	168.61	160.06	76.92	504.23	139.02	228.38	155.67	86.73	609.83
1.554000	98.42	168.67	159.89	76.86	503.87	139.08	228.51	155.73	86.87	610.22
1.556000	98.29	168.59	160.16	76.81	503.87	138.97	228.98	155.78	86.89	610.66
1.558000	98.40	168.53	160.08	76.70	503.74	139.02	228.93	155.84	87.03	610.85
1.560000	98.20	168.69	159.97	76.73	503.62	139.24	229.31	155.70	87.09	611.37
1.562000	98.23	168.67	159.86	76.62	503.41	139.24	229.45	155.92	87.20	611.84
1.564000	98.07	168.69	159.92	76.92	503.62	139.38	229.86	156.19	87.25	612.72
1.566000	98.01	168.37	159.73	76.70	502.84	139.54	229.59	156.36	87.47	612.99
1.568000	97.74	168.48	159.86	76.43	502.53	139.52	229.89	156.25	87.20	612.88
1.570000	97.76	168.27	159.84	76.32	502.21	139.68	230.27	156.14	87.31	613.43
1.572000	97.79	168.35	159.75	76.40	502.32	139.62	230.16	156.52	87.31	613.65
1.574000	97.74	168.35	159.67	76.27	502.05	139.76	230.57	156.47	87.47	614.31
1.576000	97.65	168.29	159.67	76.46	502.10	139.52	230.77	156.36	87.47	614.15
1.578000	97.57	168.48	159.59	76.29	501.96	139.84	230.79	156.52	87.75	614.94
1.580000	97.30	168.32	159.62	76.21	501.47	139.76	230.90	156.52	87.50	614.72
1.582000	97.30	168.27	159.70	76.10	501.39	139.84	230.99	156.41	87.64	614.91
1.584000	97.24	168.11	159.62	76.10	501.09	139.95	231.23	156.69	87.69	615.60
1.586000	97.24	167.97	159.70	76.05	500.99	140.03	231.21	156.66	87.69	615.63
1.588000	97.19	167.94	159.40	76.05	500.60	139.73	231.29	156.47	88.03	615.55
1.590000	97.30	168.16	159.40	76.21	501.09	140.20	231.18	156.50	87.81	615.71
1.592000	97.16	167.84	159.34	75.83	500.20	139.98	231.21	156.69	87.81	615.71
1.594000	96.97	167.68	159.34	75.81	499.82	140.06	231.34	156.50	88.03	615.96
1.596000	97.08	167.81	159.21	75.86	499.98	140.12	231.40	156.61	88.03	616.18
1.598000	96.72	167.78	159.18	76.21	499.92	140.28	231.45	156.72	87.75	616.23
1.600000	97.08	167.62	159.21	75.56	499.49	140.31	231.59	156.63	88.11	616.67
1.602000	96.88	167.70	159.13	75.64	499.38	140.31	231.48	156.74	88.22	616.78
1.604000	96.75	167.78	159.21	75.67	499.43	140.39	231.34	156.63	88.25	616.64
1.606000	96.75	167.84	159.04	75.59	499.24	140.25	231.34	156.69	88.19	616.51
1.608000	97.13	167.60	159.29	75.53	499.58	140.42	231.34	156.52	88.19	616.51
1.610000	96.77	167.49	158.93	75.56	498.78	140.31	231.45	156.91	88.19	616.89
1.612000	96.58	167.54	159.29	75.53	498.97	140.39	231.40	156.55	88.08	616.45
1.614000	96.58	167.57	159.02	75.32	498.51	140.50	231.12	156.50	88.19	616.34
1.616000	96.58	167.33	158.82	75.48	498.24	140.42	231.37	156.25	88.25	616.31
1.618000	96.36	167.62	159.15	75.51	498.67	140.39	231.32	156.58	88.36	616.67
1.620000	96.55	167.41	159.07	75.37	498.43	140.58	231.34	156.50	88.36	616.81
1.622000	96.44	167.22	158.96	75.37	498.02	140.28	231.34	156.58	88.00	616.23
1.624000	96.44	167.41	158.93	75.13	497.94	140.31	231.10	156.69	88.47	616.59
1.626000	96.33	167.41	158.82	75.45	498.05	140.64	231.23	156.36	88.22	616.48
1.628000	96.42	167.22	158.88	75.29	497.83	140.39	231.23	156.52	88.50	616.67
1.630000	96.31	167.20	158.85	75.40	497.78	140.58	231.51	156.61	88.41	617.14
1.632000	96.47	167.25	158.88	75.40	498.02	140.58	230.96	156.58	88.39	616.53
1.634000	96.36	167.30	158.50	75.34	497.53	140.50	231.26	156.36	88.69	616.84
1.636000	95.98	167.25	158.85	75.26	497.37	140.80	230.90	156.30	88.52	616.56
1.638000	96.14	167.17	158.58	75.15	497.07	140.61	231.07	156.52	88.63	616.86
1.640000	96.14	167.49	158.93	75.23	497.83	140.55	231.12	156.14	88.63	616.48
1.642000	96.14	167.41	158.74	75.34	497.66	140.61	231.01	156.25	88.66	616.56
1.644000	96.25	167.01	158.55	75.07	496.91	140.64	230.88	156.61	88.44	616.59
1.646000	96.25	167.41	158.91	75.23	497.83	140.66	230.93	156.55	88.50	616.67
1.648000	96.25	167.33	158.93	75.21	497.75	140.66	230.74	156.19	88.63	616.26
1.650000	96.22	167.22	158.71	75.26	497.45	140.66	230.79	156.22	88.39	616.09
1.652000	96.20	167.62	158.85	75.10	497.80	140.44	230.74	156.30	88.52	616.04
1.654000	96.09	167.41	158.96	75.56	498.04	140.83	230.79	156.14	88.55	616.34
1.656000	96.22	167.20	159.18	75.26	497.89	140.83	230.77	156.17	88.58	616.37
1.658000	96.03	167.36	158.63	75.29	497.34	140.85	230.79	156.06	88.61	616.34
1.660000	96.28	167.54	159.02	75.45	498.32	140.58	230.52	156.19	88.63	615.96
1.662000	96.20	167.25	159.07	75.45	497.99	140.77	230.68	156.22	88.50	616.20
1.664000	96.28	167.65	158.96	75.07	497.99	140.74	230.52	156.22	88.63	616.15
1.666000	96.25	167.46	159.21	75.42	498.37	140.83	230.38	156.14	88.52	615.90
1.668000	96.25	167.44	158.96	75.56	498.24	140.83	230.49	155.78	88.63	615.77
1.670000	96.17	167.65	159.13	75.62	498.59	140.61	230.44	155.70	88.36	615.13
1.672000	96.39	167.78	159.02	75.51	498.72	140.50	230.44	155.92	88.52	615.41
1.674000	96.22	167.36	159.18	75.53	498.32	140.66	230.30	156.03	88.63	615.66
1.676000	96.25	167.65	159.18	75.59	498.70	140.88	230.41	155.70	88.63	615.66
1.678000	96.42	167.70	159.02	75.53	498.70	140.72	230.35	155.76	88.61	615.46
1.680000	96.36	167.68	159.45	75.48	499.00	140.91	230.02	155.81	88.69	615.46
1.682000	96.53	167.52	159.34	75.83	499.24	140.99	230.16	155.76	88.44	615.38
1.684000	96.42	167.62	159.40	75.78	499.24	140.85	230.08	155.67	88.47	615.11
1.686000	96.58	167.65	159.23	75.59	499.08	140.91	230.19	155.70	88.47	615.30
1.688000	96.55	167.62	159.13	75.62	498.94	140.88	230.22	155.43	88.63	615.19
1.690000	96.53	167.73	159.34	75.83	499.46	140.83	230.00	155.56	88.80	615.22
1.692000	96.39	167.52	159.51	75.81	499.24	140.85	230.05	155.48	88.74	615.16
1.694000	96.64	167.54	159.40	75.72	499.33	140.83	230.02	155.43	88.58	614.89
1.696000	96.61	167.60	159.29	76.00	499.52	140.85	229.86	155.26	88.69	614.70
1.698000	96.64	167.49	159.43	75.83	499.41	140.83	229.72	155.32	88.69	614.59
1.700000	96.64	167.25	159.29	75.83	499.03	141.05	229.75	155.26	88.94	615.03
1.702000	96.66	167.41	159.51	76.00	499.60	140.91	229.86	155.07	88.55	614.42
1.704000	96.72	167.36	159.29	76.13	499.52	141.02	229.75	155.04	88.85	614.70
1.706000	96.86	167.12	159.51	76.19	499.69	140.94	229.70	155.10	88.63	614.39
1.708000	96.69	167.20	159.34	76.16	499.42	140.99	229.64	155.07	88.85	614.59
1.710000	96.77	167.41	159.26	76.24	499.71	140.96	229.48	155.10	88.74	614.31
1.712000	96.99	167.04	159.48	76.00	499.53	140.88	229.42	155.07	88.69	614.09
1.714000	96.72	167.30	159.43	76.19	499.66	141.05	229.34	154.66	88.77	613.84
1.716000	96.94	167.20	159.59	76.21	499.96	141.32	229.28	155.12	88.77	614.53
1.718000	96.97	167.06	159.45	76.16	499.67	141.07	229.20	154.71	88.85	613.87
1.720000	96.97	167.20	159.45	76.19	499.83	140.83	229.20	154.71	88.69	613.46
1.722000	96.91	167.14	159.32	76.27	499.66	141.05	229.12	154.74	88.80	613.73
1.724000	96.86	166.98	159.43	76.43	499.72	141.26	229.01	154.49	88.80	613.60
1.726000	97.08	167.01	159.23	76.32	499.67	141.07	229.06	154.63	88.77	613.57
1.728000	96.97	167.06	159.18	76.48	499.72	141.10	228.98	154.82	88.85	613.79
1.730000	97.08	166.96	159.32	76.38	499.75	141.10	228.71	154.60	88.63	613.07
1.732000	97.08	166.72	159.29	76.54	499.64	140.94	228.79	154.60	88.63	612.99
1.734000	96.94	166.85	159.45	76.62	499.89	141.05	228.76	154.55	88.74	613.13
1.736000	97.13	166.82	159.59	76.27	499.84	141.05	228.79	154.41	88.69	612.97
1.738000	97.02	166.61	159.32	76.54	499.51	141.18	228.71	154.55	88.61	613.07
1.740000	97.08	166.72	159.02	76.48	499.32	140.88	228.62	154.60	88.63	612.77
1.742000	97.10	166.50	159.29	76.29	499.21	141.21	228.65	154.52	88.85	613.27
1.744000	97.13	166.64	159.45	76.76	500.00	141.05	228.43	154.41	88.58	612.50
1.746000	97.08	166.29	159.45	76.62	499.46	141.15	228.40	154.44	88.58	612.61
1.748000	97.10	166.39	159.23	76.59	499.35	141.13	228.38	154.30	88.58	612.42
1.750000	97.19	166.61	159.34	76.43	499.59	140.80	228.07	154.25	88.47	611.62
1.752000	97.13	166.45	159.29	76.70	499.59	141.10	228.49	154.27	88.55	612.44
1.754000	97.08	166.29	159.18	76.78	499.35	141.02	228.32	154.25	88.63	612.25
1.756000	97.32	166.45	159.21	76.70	499.71	140.88	228.27	154.14	88.74	612.06
1.758000	97.08	166.21	159.26	76.67	499.24	141.10	228.24	154.30	88.66	612.33
1.760000	97.19	166.15	159.37	76.48	499.22	141.02	228.02	154.00	88.52	611.59
1.762000	97.21	166.29	159.32	76.65	499.49	140.85	227.99	154.16	88.58	611.62
1.764000	97.19	166.18	159.13	76.76	499.27	141.07	228.16	154.06	88.72	612.03
1.766000	97.24	166.13	159.40	76.86	499.66	140.94	227.83	153.86	88.58	611.24
1.768000	97.08	166.21	159.18	76.78	499.27	140.96	227.69	153.89	88.55	611.13
1.770000	96.99	166.07	159.07	76.89	499.05	141.05	227.91	154.14	88.33	611.45
1.772000	97.13	166.07	159.34	76.59	499.17	140.91	227.86	153.89	88.52	611.21
1.774000	97.02	165.91	159.13	76.70	498.79	141.05	227.47	153.95	88.47	610.96
1.776000	96.97	165.94	159.43	76.86	499.22	141.07	227.58	154.00	88.63	611.32
1.778000	97.05	165.94	159.07	76.92	499.00	140.83	227.47	153.84	88.50	610.66
1.780000	97.16	166.07	159.34	76.84	499.44	140.94	227.55	153.75	88.16	610.44
1.782000	96.97	166.02	159.23	76.84	499.08	140.88	227.61	153.89	88.74	611.15
1.784000	97.21	165.94	159.15	76.81	499.14	141.18	227.39	153.70	88.39	610.68
1.786000	97.32	165.81	159.54	76.92	499.61	141.02	227.28	153.53	88.19	610.05
1.788000	97.30	165.73	159.43	76.92	499.39	141.13	227.42	153.59	88.33	610.49
1.790000	97.16	165.83	159.13	76.97	499.11	140.66	227.36	153.51	88.47	610.03
1.792000	97.30	165.91	159.43	76.95	499.61	141.10	227.20	153.51	88.41	610.25
1.794000	97.21	165.54	159.34	77.14	499.26	140.77	227.09	153.45	88.30	609.64
1.796000	97.10	165.67	159.13	77.00	498.93	141.07	227.06	153.29	88.33	609.78
1.798000	97.49	165.70	159.56	77.19	499.97	140.83	226.92	153.45	88.41	609.64
1.800000	97.21	165.62	159.23	77.05	499.15	141.26	226.84	153.07	88.25	609.45
1.802000	97.38	165.67	159.21	77.27	499.56	140.74	226.95	153.40	88.41	609.53
1.804000	97.43	165.54	159.45	77.14	499.59	141.18	226.62	152.85	88.16	608.84
1.806000	97.19	165.59	159.37	77.35	499.53	141.10	226.67	153.04	88.50	609.34
1.808000	97.16	165.35	159.23	77.19	498.96	140.94	226.51	152.90	88.22	608.60
1.810000	97.52	165.11	159.45	77.33	499.43	141.10	226.76	152.82	88.36	609.07
1.812000	97.24	165.14	159.45	77.43	499.29	141.13	226.15	152.77	88.39	608.46
1.814000	97.43	165.11	159.34	77.35	499.27	140.94	226.13	152.77	88.33	608.19
1.816000	97.63	165.06	159.15	77.46	499.32	140.88	226.29	152.46	88.47	608.13
1.818000	97.43	165.06	159.21	77.62	499.35	141.29	226.18	152.46	88.47	608.43
1.820000	97.38	165.06	159.29	77.81	499.57	141.05	225.96	152.36	88.52	607.91
1.822000	97.38	165.03	159.26	77.62	499.32	140.91	225.85	152.16	88.63	607.59
1.824000	97.68	164.84	159.29	77.68	499.52	140.85	225.80	152.19	88.41	607.28
1.826000	97.38	164.68	159.29	77.76	499.14	141.26	225.80	152.27	88.25	607.61
1.828000	97.57	164.60	159.43	77.79	499.41	141.26	225.44	151.97	88.41	607.12
1.830000	97.35	164.63	159.29	77.84	499.14	141.32	225.44	152.00	88.25	607.03
1.832000	97.52	164.50	159.54	77.76	499.33	141.26	225.19	151.67	88.27	606.43
1.834000	97.38	164.26	159.23	78.00	498.90	141.15	225.16	151.75	88.41	606.51
1.836000	97.57	164.15	159.29	77.68	498.71	141.29	224.97	151.34	88.27	605.91
1.838000	97.54	164.39	159.29	77.92	499.17	141.26	224.92	151.75	88.58	606.54
1.840000	97.43	164.31	158.99	78.03	498.79	141.05	224.72	151.37	88.39	605.55
1.842000	97.54	163.96	159.21	78.00	498.74	141.35	224.67	151.15	88.33	605.52
1.844000	97.60	163.96	159.18	78.11	498.88	141.29	224.37	151.40	88.41	605.50
1.846000	97.79	163.83	159.29	78.14	499.07	141.48	224.42	151.01	88.41	605.36
1.848000	97.74	163.48	159.29	78.25	498.78	141.76	224.53	151.18	88.63	606.13
1.850000	97.60	163.56	159.07	78.17	498.42	141.29	224.50	151.04	88.44	605.31
1.852000	97.54	163.40	159.23	78.06	498.26	141.29	224.09	150.87	88.41	604.70
1.854000	97.74	163.40	159.15	78.22	498.54	141.54	224.31	151.15	88.55	605.58
1.856000	97.46	163.48	159.40	78.44	498.80	141.70	223.93	150.79	88.47	604.92
1.858000	97.74	163.32	158.91	78.44	498.43	141.62	224.04	150.96	88.72	605.36
1.860000	97.60	163.29	159.07	78.38	498.37	141.73	224.15	150.65	88.41	604.97
1.862000	97.90	163.16	159.13	78.38	498.60	141.70	223.79	150.76	88.72	605.00
1.864000	98.07	163.13	159.07	78.60	498.90	141.73	224.04	150.60	88.63	605.03
1.866000	97.76	162.89	159.18	78.79	498.65	141.76	224.20	150.63	88.80	605.42
1.868000	97.85	163.00	159.15	78.76	498.79	141.81	224.01	150.49	88.66	605.00
1.870000	98.09	162.92	159.15	78.93	499.12	141.92	223.98	150.52	88.72	605.17
1.872000	98.01	162.95	159.07	78.98	499.03	141.81	223.98	150.38	88.91	605.11
1.874000	98.01	162.92	159.10	78.87	498.93	141.86	223.93	150.38	89.08	605.28
1.876000	98.18	162.71	159.18	79.04	499.12	141.97	223.85	150.41	88.69	604.95
1.878000	98.12	162.65	159.15	79.09	499.04	141.95	223.85	150.33	88.80	604.95
1.880000	98.18	162.63	159.18	79.09	499.10	142.06	223.76	150.44	88.96	605.25
1.882000	98.18	162.55	158.96	79.36	499.07	142.22	223.96	150.27	88.80	605.28
1.884000	98.48	162.55	158.99	79.36	499.40	142.14	223.87	150.05	89.05	605.14
1.886000	98.31	162.41	159.10	79.52	499.37	142.38	223.65	150.16	88.91	605.14
1.888000	98.51	162.28	159.10	79.47	499.38	142.30	223.93	150.00	88.85	605.11
1.890000	98.29	162.41	159.02	79.88	499.62	142.38	223.52	150.02	89.08	605.03
1.892000	98.59	162.39	159.37	79.80	500.17	142.30	223.54	149.97	89.05	604.89
1.894000	98.31	162.17	159.07	80.01	499.59	142.49	223.68	150.00	89.05	605.25
1.896000	98.40	162.28	159.15	79.90	499.76	142.27	223.43	149.72	88.85	604.32
1.898000	98.67	162.06	158.99	80.28	500.03	142.38	223.05	149.80	88.74	604.01
1.900000	98.70	161.98	159.23	80.39	500.34	142.52	223.16	149.72	89.10	604.54
1.902000	98.78	162.12	159.18	80.69	500.80	142.74	223.35	149.59	88.99	604.70
1.904000	98.84	161.82	159.21	80.83	500.72	142.47	223.16	149.70	89.02	604.37
1.906000	98.78	161.85	159.04	80.80	500.50	142.49	222.99	149.61	88.91	604.04
1.908000	98.84	161.82	159.04	80.88	500.61	142.57	223.24	149.67	89.02	604.53
1.910000	98.89	161.48	158.85	80.94	500.18	142.68	222.80	149.56	89.10	604.18
1.912000	99.08	161.58	159.07	81.32	501.08	142.52	222.83	149.50	88.91	603.79
1.914000	98.84	161.48	159.02	81.48	500.83	142.57	222.77	149.56	88.94	603.88
1.916000	99.22	161.42	158.93	81.29	500.89	142.79	222.80	149.50	89.21	604.34
1.918000	99.17	161.53	158.91	81.48	501.11	142.68	222.86	149.39	89.32	604.29
1.920000	99.28	161.26	158.99	81.43	500.98	142.68	222.99	149.45	89.05	604.20
1.922000	99.00	161.16	159.18	81.75	501.11	142.77	222.77	149.17	89.08	603.82
1.924000	98.95	161.00	159.07	81.70	500.73	142.82	222.91	149.48	89.35	604.59
1.926000	99.08	161.05	158.74	81.75	500.65	142.82	222.69	149.34	89.30	604.18
1.928000	99.39	161.02	158.93	81.72	501.09	142.77	222.99	149.34	89.38	604.51
1.930000	99.28	160.94	158.96	81.97	501.17	143.09	222.88	149.06	89.60	604.67
1.932000	99.33	160.81	158.88	81.97	501.01	142.98	222.91	149.23	89.49	604.65
1.934000	99.39	160.73	158.91	82.08	501.12	143.01	222.75	149.45	89.46	604.70
1.936000	99.36	160.70	158.88	82.29	501.26	143.20	222.99	149.17	89.52	604.92
1.938000	99.50	160.41	158.82	82.32	501.07	143.12	222.88	149.26	89.43	604.73
1.940000	99.50	160.49	158.88	82.29	501.18	143.15	222.99	149.09	89.52	604.78
1.942000	99.50	160.35	158.93	82.59	501.40	143.34	223.13	148.85	89.32	604.67
1.944000	99.72	160.33	158.85	82.65	501.57	143.26	222.91	149.09	89.60	604.89
1.946000	99.47	160.27	158.80	82.67	501.24	143.42	223.10	149.17	89.85	605.58
1.948000	99.69	159.90	158.58	82.89	501.08	143.37	222.91	148.95	89.82	605.08
1.950000	99.77	160.14	158.91	82.95	501.79	143.50	222.88	149.04	89.71	605.17
1.952000	99.77	159.93	158.58	82.89	501.19	143.34	223.16	149.01	89.82	605.36
1.954000	99.94	159.74	158.74	83.08	501.52	143.61	222.97	148.98	89.85	605.44
1.956000	99.74	159.93	158.58	83.11	501.38	143.69	223.10	148.87	89.85	605.55
1.958000	99.94	159.71	158.63	83.24	501.55	143.45	222.99	148.71	89.74	604.92
1.960000	99.94	159.44	158.33	83.14	500.87	143.59	222.80	148.65	89.77	604.84
1.962000	99.72	159.58	158.41	83.27	501.00	143.72	222.88	148.65	89.77	605.06
